Nota;;;;;;;;;;;;;;;;;Item;;;;;;;;;;;;;;;;;;;;;ICMS;;;;;;;;;;;;;;;;;;;;;;;
Chave Acesso;Serie;Numero;Data Emissao;Hora Emissao;Situacao;UF Emitente;Documento Emitente;IE Emitente;UF Destinatario;Documento Destinatario;IE Destinatario;Fone Destinatario;Email Destinatario;Tipo Operacao;Natureza Operacao;Numero Item;Codigo Produto;Codigo EAN;Descricao Produto;Codigo NCM;EXTIPI;CFOP;Unidade Comercial;Quantidade Comercial;Valor Unitario Comercializacao;Valor Produto;Codigo EAN Unidade Tributavel;Unidade Tributavel;Quantidade Tributavel;Valor Unitario de Tributacao;Valor Frete;Valor Seguro;Valor Desconto;Outras Despesas Acessorias;Compoe Valor Total;Informacoes Adicionais do Produto;Grupo de Tributacao;Origem Mercadoria;Tributacao ICMS;Codigo Situacao Operacao;Modalidade BC;% Reducao BC;Valor BC;Aliquota Imposto;Valor ICMS;Motivo Desoneracao;Modalidade BC ICMS ST;% Margem Valor Adic. ICMS ST;% Reducao ICMS ST;Valor BC ICMS ST;Aliquota Imposto ICMS ST;Valor ICMS ST;Valor BC ICMS ST Retido;Valor ICMS ST Retido;Valor BC ICMS ST Ret. Destino;Valor ICMS ST Ret. Destino;Aliquota Credito;Valor Credito;% BC;UF ICMS ST
="26140816371582000152550020000013901000013908";="2";="1390";06/08/2014;;="100 - USO AUTORIZADO";="PE";="16371582000152";="049421328";="PE";="40891707000150";="018162924";="";="";="1";="Venda a prazo";="1";="5";="";="ARROZ BEN PAR LF/T1 30X1 NAMORADO";="10063011";="";="5102";="FD";100,0000;56,0000;5.600,00;="";="FD";100,0000;56,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;5.600,00;17,00%;952,00;;="";;;;;;;;;;;;;
="26140816371582000152550020000013901000013908";="2";="1390";06/08/2014;;="100 - USO AUTORIZADO";="PE";="16371582000152";="049421328";="PE";="40891707000150";="018162924";="";="";="1";="Venda a prazo";="2";="33";="";="CHARQUE FAVORITO GOLD PA 30KG";="02102000";="";="5102";="CX";10,0000;378,0000;3.780,00;="";="CX";10,0000;378,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140816371582000152550020000013901000013908";="2";="1390";06/08/2014;;="100 - USO AUTORIZADO";="PE";="16371582000152";="049421328";="PE";="40891707000150";="018162924";="";="";="1";="Venda a prazo";="3";="8";="";="ARROZ BEN. PARB. P. L. F. TP1 RAMPINELLI 30X1 kg";="10062010";="";="5102";="FD";50,0000;58,0000;2.900,00;="";="FD";50,0000;58,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;2.900,00;17,00%;493,00;;="";;;;;;;;;;;;;
="26140816371582000152550020000013901000013908";="2";="1390";06/08/2014;;="100 - USO AUTORIZADO";="PE";="16371582000152";="049421328";="PE";="40891707000150";="018162924";="";="";="1";="Venda a prazo";="4";="28";="";="ARROZ BEN POL. LF/T1 10X1 NAMORADO";="10063021";="";="5102";="FD";20,0000;18,7000;374,00;="";="FD";20,0000;18,7000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;374,00;17,00%;63,58;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="1";="99900000000133";="9000000001336";="ROCHEDO GUARANA 06X02LT";="22021000";="";="5102";="FD";70,0000;11,0000;770,00;="9000000001336";="FD";70,0000;11,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="2";="99900000000135";="9000000001350";="ROCHEDO LARANJA 06X02LT";="22021000";="";="5102";="FD";70,0000;11,0000;770,00;="9000000001350";="FD";70,0000;11,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="3";="99900000000136";="9000000001367";="ROCHEDO COLA 06X02LT";="22021000";="";="5102";="FD";50,0000;11,0000;550,00;="9000000001367";="FD";50,0000;11,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="4";="99900000000142";="9000000001428";="ROCHEDINHO LIMAO 12X250ML";="22021000";="";="5102";="FD";100,0000;7,0000;700,00;="9000000001428";="FD";100,0000;7,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="5";="99900000000134";="9000000001343";="ROCHEDO TUTTI FRUTTI 06X02LT";="22021000";="";="5102";="FD";100,0000;11,0000;1.100,00;="9000000001343";="FD";100,0000;11,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="6";="99900000000138";="9000000001381";="ROCHEDINHO GUARANA 12X250ML";="22021000";="";="5102";="FD";129,0000;7,0000;903,00;="9000000001381";="FD";129,0000;7,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="7";="99900000000139";="9000000001398";="ROCHEDINHO LARANJA 12X250ML";="22021000";="";="5102";="FD";100,0000;7,0000;700,00;="9000000001398";="FD";100,0000;7,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000161000000164";="1";="16";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="8";="99900000000137";="9000000001374";="ROCHEDO LIMAO 06X02LT";="22021000";="";="5102";="FD";50,0000;11,0000;550,00;="9000000001374";="FD";50,0000;11,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="1";="99900000000918";="9000000009189";="PIPOCA AMANTEIGADA PIPLOC PREMIUM 10X45G";="19041000";="";="5102";="PCT";10,0000;4,0000;40,00;="9000000009189";="PCT";10,0000;4,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;40,00;17,00%;6,80;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="2";="99900000000920";="9000000009202";="PIPOCA AMANTEIGADA PIPLOC 20X15G";="19041000";="";="5102";="PCT";5,0000;2,7000;13,50;="9000000009202";="PCT";5,0000;2,7000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;13,50;17,00%;2,30;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="3";="99900000000921";="9000000009219";="BOLINHOS AMANT AMIDULAR IACIL 50X100GR";="19053100";="";="5102";="CX";3,0000;34,9000;104,70;="9000000009219";="CX";3,0000;34,9000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="4";="99900000000922";="9000000009226";="ROSQUINHA CHOCOLATE IACIL 10X330GR";="19053100";="";="5102";="CX";5,0000;16,8000;84,00;="9000000009226";="CX";5,0000;16,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="5";="99900000000923";="9000000009233";="ROSQUINHA COCO IACIL 10X330GR";="19053100";="";="5102";="CX";3,0000;16,8000;50,40;="9000000009233";="CX";3,0000;16,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="6";="99900000000924";="9000000009240";="ROSQUINHA LEITE IACIL 10X330GR";="19053100";="";="5102";="CX";3,0000;16,8000;50,40;="9000000009240";="CX";3,0000;16,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="7";="99900000000925";="9000000009257";="BISCOITO COQUINHO IACIL 10X330GR";="19053100";="";="5102";="FD";10,0000;15,7000;157,00;="9000000009257";="FD";10,0000;15,7000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="8";="99900000000926";="9000000009264";="BISCOITO DOCE IACIL 10X330GR";="19053100";="";="5102";="CX";5,0000;15,7000;78,50;="9000000009264";="CX";5,0000;15,7000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="9";="99900000000928";="9000000009288";="SALG. JOBIPOS PREMIUM QUEIJO 10X30G";="19049000";="";="5102";="FD";10,0000;2,6000;26,00;="9000000009288";="FD";10,0000;2,6000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;26,00;17,00%;4,42;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="10";="99900000000929";="9000000009295";="SALG. JOBIPOS PREMIUM CHURRASCO 10X30GR";="19049000";="";="5102";="FD";10,0000;2,6000;26,00;="9000000009295";="FD";10,0000;2,6000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;26,00;17,00%;4,42;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="11";="99900000000925";="9000000009257";="BISCOITO COQUINHO IACIL 10X330GR";="19053100";="";="5102";="FD";7,0000;15,0000;105,00;="9000000009257";="FD";7,0000;15,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="12";="99900000000957";="9000000009578";="BISCOITO CANELA IRON 10X350GR";="19053100";="";="5102";="CX";10,0000;16,0000;160,00;="9000000009578";="CX";10,0000;16,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="13";="99900000000958";="9000000009585";="BISCOITO MAIZENINHA IRON 10X350GR";="19053100";="";="5102";="CX";7,0000;15,0000;105,00;="9000000009585";="CX";7,0000;15,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="14";="99900000000959";="9000000009592";="BISCOITO CAPINHA IRON 15X350GR";="19053100";="";="5102";="CX";15,0000;25,0000;375,00;="9000000009592";="CX";15,0000;25,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="15";="99900000000960";="9000000009608";="BISCOITO RECH. CHOC. IRON 30X120GR";="19053100";="";="5102";="CX";60,0000;18,0000;1.080,00;="9000000009608";="CX";60,0000;18,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="16";="99900000000965";="9000000009653";="BISCOITO RECH. MORANGO IRON 30X56G";="19053100";="";="5102";="CX";60,0000;9,0000;540,00;="9000000009653";="CX";60,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="17";="99900000000964";="9000000009646";="BISCOITO RECH. CHOCOLATE IRON 30X56G";="19053100";="";="5102";="CX";60,0000;9,0000;540,00;="9000000009646";="CX";60,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="18";="99900000000961";="9000000009615";="BISCOITO RECH. MORANGO IRON 30X120G";="19053100";="";="5102";="CX";60,0000;18,0000;1.080,00;="9000000009615";="CX";60,0000;18,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="19";="99900000000994";="9000000009943";="ROSQUINHA COCO C/ LEITE 10X350G";="19053100";="";="5102";="CX";7,0000;16,0000;112,00;="9000000009943";="CX";7,0000;16,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140820290364000160550010000000171000000170";="1";="17";06/08/2014;;="100 - USO AUTORIZADO";="PE";="20290364000160";="057783527";="PE";="40891707000150";="018162924";="8137211469";="";="1";="Venda para Cliente";="20";="99900000000995";="9000000009950";="ROSQUINHA CHOCOLATE 10X350GR";="19053100";="";="5102";="CX";8,0000;17,0000;136,00;="9000000009950";="CX";8,0000;17,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26140802843927000119550030000132731000132739";="3";="13273";06/08/2014;;="100 - USO AUTORIZADO";="PE";="02843927000119";="025453904";="PE";="40891707000150";="018162924";="8198471989";=".";="1";="5101 - VENDA DA PRODUCAO DO ESTABELECIMENTO";="1";="00211";="";="BEB DE FRUTA ADOC POSITIVO LAR/TANG 200ML C/12 UND";="22021000";="";="5101";="PCT12";30,0000;6,7429;202,29;="";="PCT12";30,0000;6,7429;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="0 - MARGEM VALOR AGREGADO (%)";;202,28;17,00%;34,39;;="";;;;;;;;;;;;;
="26140802843927000119550030000132731000132739";="3";="13273";06/08/2014;;="100 - USO AUTORIZADO";="PE";="02843927000119";="025453904";="PE";="40891707000150";="018162924";="8198471989";=".";="1";="5101 - VENDA DA PRODUCAO DO ESTABELECIMENTO";="2";="00214";="";="BEB DE FRUTA ADOC POSITIVO LAR/ACE 200ML C/12 UND";="22021000";="";="5101";="PCT12";15,0000;6,7432;101,15;="";="PCT12";15,0000;6,7432;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="0 - MARGEM VALOR AGREGADO (%)";;101,15;17,00%;17,20;;="";;;;;;;;;;;;;
="26140802843927000119550030000132731000132739";="3";="13273";06/08/2014;;="100 - USO AUTORIZADO";="PE";="02843927000119";="025453904";="PE";="40891707000150";="018162924";="8198471989";=".";="1";="5101 - VENDA DA PRODUCAO DO ESTABELECIMENTO";="3";="00217";="";="BEB DE FRUTA ADOC POSITIVO UVA 200ML C/12 UND";="22021000";="";="5101";="PCT12";15,0000;6,7432;101,15;="";="PCT12";15,0000;6,7432;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="0 - MARGEM VALOR AGREGADO (%)";;101,15;17,00%;17,20;;="";;;;;;;;;;;;;
